句子,过渡句,交互句,其他
多值了是吧？唉这个就不要这个是不能重复的，对吧？,0,1,0
你这里就必须出现多少，所以我们,0,0,1
啊通常的情况下是把多次属性拿出来，单独建立一个关系啊单独建立，,0,0,1
这是我要说明的是这个多值属性，啊我们用双头页第二幅图里面用双头元表示。,0,0,1
好了，还有一个属性，大家注意看没有这个属性啊年龄，虚线虚线的腿，啊,0,0,1
它是表示什么属性？呢表示派生属性，啊派生就是导出来的啊派生属性，,0,0,1
嗯是这样意思，就是我们在实际开发里边，,0,0,1
啊我们对人员哪凡是人员不是他牵涉到一个年龄问题，嘛是不是啊有教师年龄或者,0,0,1
职工的年龄或者学生的年龄对吧？,0,1,0
唉凡是人员我们在基本表里面存的时候，,0,0,1
我们一般是不直接保证年龄的，为什么？,0,1,0
唉他年龄是总是在变化对不对？唉所以我们基本表里面一般我们都是存的是出生的，年月日第一个是,0,1,2
不变的对吧？啊完了以后往往我们查询的时候又是要查年龄对不对？希望直接出来是年龄好吧？,0,2,0
所以呢我们通常是在查询的时候，它通过取当前的日期的年份，,0,0,1
减去这个表里边的出生时期的是吧？来导出这个年龄，,0,0,1
所以这样的属性我们称为快生属性啊快生，嗯这个可以表明我们用户需要的是年龄，,0,0,1
但是呢可能我们表里面存的不是我们可以导出来对吧？唉这个意思。,0,1,1
哈,0,0,1
好，在液压图里边能够出现的属性就是这么些，啊我再来归纳一下，啊,0,0,1
单椭圆表示单属性，对吧？,0,1,0
唉如果这个属性还有直属性，我们给它分支上去，下去都可以啊上下4位左右也可以。,0,0,1
唉那么像这样的情况下有分支的，,0,0,1
我们就是称为复合属性，对吗？唉如果一个属性对于不同的原子可以取多个值，,0,0,1
那么就是多子属性。我们用双轨快生属性，我们用虚线，啊这是这么几种。,0,0,1
啊,0,0,1
这个例子呢是给的是最后建议的是一个什么图？啊是一个销售管理子系统要求。,0,0,1
嗯好，大家看把这三个丫头大家看一下，一个是7.141，,0,0,1
7.1是一是好像是物质管理，吧我要没记错是吧？7 23是销售管理的，,0,0,1
还啊你还看有个7:27吧好像，7:27是一个什么？57,0,0,1
唉劳动人事管理，这是三个分压图，我们现在要把它合起来，,0,0,1
合并成一个这个企业的全局丫头，啊,0,0,1
那么这个合并我们称为亚图的集成，是我们在建立概念模型,0,0,1
当中必须要做的一个工作。,0,0,1
那么这个和呢不是简单的合并，,0,0,1
啊不是简单的合作，它是有基本的啊这个原理，,0,0,1
有基本的原理和方法，啊下面我们就来给大家嗯。,1,0,0
好，大家先看我这个屏幕上这个图，,0,0,1
平台这个图呢它是啊我们在设计概念模型中，我们首先是建立,1,0,0
分呀啊我们不是一次，,0,0,1
比如说他有的时候这个数据量很大，你不可能一次去完成的全局啊建立分压轴局部的压轴，,0,0,1
然后进行合并合并过程当中要消除掉很多冲突，我们单位讲有些事情，,0,0,1
然后得到一个初步的全局要求。,0,0,1
在这个基础上，我们还要消除一些,0,0,1
啊所谓的荣誉，啊所谓的荣誉，然后经过一些分析，甚至一些啊用到我们,0,0,1
的一些规范化的一些理论，然后才能算一个全局的家族。啊好，下面我们就来具体的企业，,1,0,1
在合并的过程当中，我们会发生一些冲突，我们必须要消除掉。这个嗯,0,0,1
那么这些可能出现冲突无非是三种类型，,0,0,1
第一属性冲突，啊第二命令冲突，第三结构冲突。,0,0,1
首先我们来看属性冲突。第一次到，,1,0,1
所谓的属性冲突它有可能是什么？呢属性域的冲突，或者是属性取得单位的冲突。,0,0,1
属性域的冲突就包括它的类型，啊这个属性的啊类型、取值范围，或者是,0,0,1
取值的集合不可。,0,0,1
比如说他举了个例子，零件号，我们刚才有三个分亿啊对吧？假设这个零件号,0,1,1
它分别在不同的分压图里面出现，,0,0,1
零件话我们知道是一个属性嘛对吧？啊因为我们在实际开发里面数据库它可能不同的分压图，,0,1,1
它是由不同的团队开发的设计的是吧？唉那么他在不同团队设计过程中，他有可能是会呃,0,0,1
比如说在零件号的数据类型上面，有的分享图把它定义为整形，,0,0,1
对吧？有的把它定义为制服型这个类型，你合的时候同时同样是零件号，,0,1,0
探视它的数据类型不一致对吧？这是有可能的。,0,1,0
嗯那么在这种情况下，你就要解决,0,0,1
啊你就和用户要沟通了，然后你们要就是确定到底是整形,0,0,1
还是制度性，对吧？要把它统一起来。,0,1,0
再比如说年龄年龄，,0,0,1
可能在某一个分议案图里边，它是以出生日期表示在另外分押图里它直接用整数表，对吧？,0,1,0
那么你核的时候就要也是要买啊同意了，那么就消除掉这个好属性的取值单位，,0,0,1
属性取得单位是什么情况下，比如说他说零件的重量零件的重量，有的,0,0,1
啊设计的时候用的是远程攻击，,0,0,1
啊有的是用工具为单位，有的是以课为单位，还比如说这个有个学生的身高，,0,0,1
有的是用米为单位是吧？,0,0,1
有的是用米为单位，你这个在合的时候都要包括每一个属性的,0,0,1
类型要仔细的斟酌，要核对，啊是不是？是啊这是属性的冲突是吧？,0,0,1
命名的冲突在合的过程当中，这个是常常碰到的啊两种情况，一种是同名，但是它实际上是,0,0,1
不同的对象啊意义不同的。,0,0,1
还有一种情况下是一名，虽然名字不一样，但是它实际上是同一个对象。,0,0,2
嗯我们先看我们书上举的例子是益民红利的，,0,0,1
你比如说他说科研项目科研项目在财务科的分压图里面，它是嗯,0,0,1
这是肯定是一个实体吧是吧？它作为项目科研处的分析，啊这个它是作为什么课题，,0,1,0
嗯生产管理处作为工程，啊项目也好，课题也好，工程它实际上是一个意思啊实际上是一个意思。,0,0,1
那么这个时候你合的时候，你就要注意这三个实体实际上是一个实体，啊要把它统一起来，成为项目也好，,0,0,1
啊工程也好，统一是吧？嗯那么还有一种情况就是同一情况，,0,0,1
同一圈我给你举个例子，啊比如说,0,0,1
我们经常说单位是不是？单位有可能是指就是我工作的地方是吧？单位啊我的单位去，,0,0,1
还有什么？还有就是物理单位对吧？唉物理单位,0,1,0
所以你你可能他可能一个单位在一个会议，啊可能他表示的是工作的工作的地方，在另外一个样子表示,0,0,1
护理单位是吧？,0,0,1
那么你合的时候你要表示虽然它的名字都叫单位，但实际上是不一样的，,0,0,1
所以你就把它区别开，你干脆就一个就写成工作单位，你就写成什么？物理,0,0,1
区别啊它是不可能的啊注意这个命名的冲突，,0,0,1
它有可能发生在实体的命名上，也可能发生在属性的命令，甚至可能发生在灵性的命令上，,0,0,1
是吧？都可能出现同名异异或者是异名异的情况，那么这些呢都要靠我啊在,0,0,1
压头集成的时候我们要去解决。,0,0,1
好第三种类型的冲突，就是所谓的结构冲突，啊结构冲突是指的什么意思呢？,0,0,1
嗯就是说第一种情况下，同一对象在不同利用中具有不同的抽象，就是说我们刚才说过吧,0,0,1
唉同一对象嗯,0,0,1
在一个局部应用中把它当成实体，在另一个局部应用把它当成属性。,0,0,1
这种情况下，我们把它合起来的时候，我们应该怎么办啊,1,1,0
同一个对象在这个里面是实体，在这个里面是属性，合起来说我们应该怎么办？,1,1,0
一般情况下,0,0,1
我们就取10点，对不对？嗯还有一种情况，同一实体在不同的值,0,1,0
系统中它所包含的属性的个数，因为同样是学生实体，,0,0,1
在1个分压图里面它是5个属性，在另外1个分压图里面它是7个属性对吧？,0,1,0
唉他可能在这个应用里面它是，用户需要的属性多一些，是不是？,0,0,1
那这个里面应该是水平少一些，那么合起来的话我们应该取取多的唉多的这个属性，,0,0,1
还包括属性的秩序啊也可能会不一样，那么你要把它调整统一起来。,0,0,1
啊,0,0,1
好，第三种结构上的冲突，啊结构上的冲突是包括什么？呢联系？,0,0,1
实体间的联系啊实体间的联系有可能,0,0,1
在一个分压图里面它是一对多联系，同样一个联系啊到了这个分压图里面，它变成多对多联系了。,0,0,1
那么我们合的时候也是要怎么样，啊如果是这种情况下，我们合的时候是去多得多是吧？,1,1,0
如果是一对一合作的一对多一起一对多，,0,0,1
啊这是结构上的冲突哈结构，上的冲突包括什么呢所谓的结构，就是说,0,0,1
嗯有可能他在这个里面实体在那个水平，我他有可能同样的实体这边是5个属性，那边是7个属性，那么,0,0,1
啊我们也要把它再就是实体的联系的类型，嗯同样一个,0,0,1
实体之间的联系在这个里面是一对多，在这个里面是多的多，啊那么你合的时候因为它是同一个圆形，,0,0,1
也得所以我们啊要解决的冲突无非三种，结构上的冲突令人冲突是,0,0,1
有了这个以后，呢唉我们可以得到一个初步的压迫啊得到一个初步的压力。,0,0,1
好，大家看这是我们书上的一个例子，啊我想左边这个图是表示,0,0,1
产品和零件之间有一种多对多的联系，吧唉一个产品有哪些零件构成，,0,0,1
一个零件可以构成多的产品是吧？,0,0,1
唉这个零件主要做产品，它的用到这个零件的数量是多少，是不是？唉这个属性。,0,0,1
啊好，这个地方,0,0,1
产品零件他还多了一个供应商，嗯三者之间,0,0,1
有一个共赢，这个我们是SP接是吧？共赢多少好？这两个把它合起来，,0,0,1
这两个把它合起来，我们得到的是什么？呢这两个合起来我们得到的鸭子是这样的，显然这两个,0,0,1
联系不能合成一个联系，对吧？唉这两个联系不一样的，,0,1,0
这个联系反映他们两个地方，而这个联系反应了三个点，所以和的时候,0,0,1
两个连续不能合成一个啊还是两个，还有没有？啊还是的啊这是，我们书上给的一个例子。,0,0,1
我们书上有一个例子对吧？销售荣誉的，大家看这个例子这个例子的q一是什么意思？Q一,0,1,0
 q一在这里，它是产品和零件之间的这个联系的属性，,0,0,1
就是这个产品有哪些零件构成是吧？,0,0,1
